Id,invoice_date,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin
8405,26/09/2021,Women's Street Footwear,24.00 ,166,"3,984 ","2,151 ",54%
8406,27/09/2021,Women's Athletic Footwear,26.00 ,98,"2,548 ","1,707 ",67%
8407,28/09/2021,Men's Apparel,22.00 ,105,"2,310 ","1,132 ",49%
8408,29/09/2021,Women's Apparel,26.00 ,147,"3,822 ","2,752 ",72%
8409,30/09/2021,Men's Street Footwear,14.00 ,188,"2,632 ","1,500 ",57%
8410,01/10/2021,Men's Athletic Footwear,14.00 ,200,"2,800 ","1,456 ",52%
8411,02/10/2021,Women's Street Footwear,33.00 ,196,"6,468 ","3,557 ",55%
8412,03/10/2021,Women's Athletic Footwear,36.00 ,135,"4,860 ","3,256 ",67%
8413,04/10/2021,Men's Apparel,37.00 ,149,"5,513 ","2,646 ",48%
8414,05/10/2021,Women's Apparel,45.00 ,188,"8,460 ","5,837 ",69%
8415,06/10/2021,Men's Street Footwear,46.00 ,240,"11,040 ","6,182 ",56%
8416,07/10/2021,Men's Athletic Footwear,40.00 ,248,"9,920 ","5,258 ",53%
8417,08/10/2021,Women's Street Footwear,47.00 ,217,"10,199 ","5,507 ",54%
8418,09/10/2021,Women's Athletic Footwear,52.00 ,193,"10,036 ","6,323 ",63%
8419,10/10/2021,Men's Apparel,40.00 ,155,"6,200 ","2,914 ",47%
8420,11/10/2021,Women's Apparel,56.00 ,225,"12,600 ","9,072 ",72%
8421,12/10/2021,Men's Street Footwear,27.00 ,140,"3,780 ","1,474 ",39%
8422,13/10/2021,Men's Athletic Footwear,30.00 ,88,"2,640 ","1,082 ",41%
8423,14/10/2021,Women's Street Footwear,23.00 ,83,"1,909 ",802 ,42%
8424,15/10/2021,Women's Athletic Footwear,25.00 ,30,750 ,248 ,33%
8425,17/02/2021,Women's Athletic Footwear,36.00 ,94,"3,384 ","1,252 ",37%
8426,17/02/2021,Men's Apparel,44.00 ,62,"2,728 ",655 ,24%
8427,17/02/2021,Women's Apparel,33.00 ,124,"4,092 ","2,087 ",51%
8428,16/03/2021,Men's Street Footwear,35.00 ,171,"5,985 ","2,035 ",34%
8429,16/03/2021,Men's Athletic Footwear,44.00 ,124,"5,456 ","1,691 ",31%
8430,16/03/2021,Women's Street Footwear,47.00 ,149,"7,003 ","2,241 ",32%
8431,16/03/2021,Women's Athletic Footwear,42.00 ,114,"4,788 ","1,676 ",35%
8432,16/03/2021,Men's Apparel,44.00 ,60,"2,640 ",686 ,26%
8433,16/03/2021,Women's Apparel,48.00 ,131,"6,288 ","2,955 ",47%
8434,17/04/2021,Men's Street Footwear,47.00 ,171,"8,037 ","2,893 ",36%
8435,17/04/2021,Men's Athletic Footwear,51.00 ,105,"5,355 ","1,446 ",27%
8436,17/04/2021,Women's Street Footwear,49.00 ,132,"6,468 ","2,199 ",34%
8437,17/04/2021,Women's Athletic Footwear,41.00 ,90,"3,690 ","1,292 ",35%
8438,17/04/2021,Men's Apparel,47.00 ,60,"2,820 ",620 ,22%
8439,17/04/2021,Women's Apparel,57.00 ,113,"6,441 ","3,221 ",50%
8440,18/05/2021,Men's Street Footwear,44.00 ,201,"8,844 ","2,919 ",33%
8441,18/05/2021,Men's Athletic Footwear,46.00 ,132,"6,072 ","1,700 ",28%
8442,18/05/2021,Women's Street Footwear,46.00 ,132,"6,072 ","2,186 ",36%
8443,18/05/2021,Women's Athletic Footwear,39.00 ,107,"4,173 ","1,419 ",34%
8444,18/05/2021,Men's Apparel,42.00 ,68,"2,856 ",714 ,25%
8445,18/05/2021,Women's Apparel,48.00 ,173,"8,304 ","3,903 ",47%
8446,17/06/2021,Men's Street Footwear,50.00 ,272,"13,600 ","4,352 ",32%
8447,17/06/2021,Men's Athletic Footwear,53.00 ,224,"11,872 ","3,443 ",29%
8448,17/06/2021,Women's Street Footwear,60.00 ,238,"14,280 ","4,712 ",33%
8449,17/06/2021,Women's Athletic Footwear,66.00 ,196,"12,936 ","4,786 ",37%
8450,17/06/2021,Men's Apparel,71.00 ,153,"10,863 ","2,390 ",22%
8451,17/06/2021,Women's Apparel,74.00 ,248,"18,352 ","8,625 ",47%
8452,16/07/2021,Men's Street Footwear,68.00 ,297,"20,196 ","7,473 ",37%
8453,16/07/2021,Men's Athletic Footwear,74.00 ,263,"19,462 ","5,449 ",28%
8454,16/07/2021,Women's Street Footwear,72.00 ,238,"17,136 ","5,826 ",34%
8455,16/07/2021,Women's Athletic Footwear,59.00 ,186,"10,974 ","3,621 ",33%
8456,16/07/2021,Men's Apparel,68.00 ,208,"14,144 ","3,112 ",22%
8457,16/07/2021,Women's Apparel,75.00 ,195,"14,625 ","6,874 ",47%
8458,17/08/2021,Men's Street Footwear,68.00 ,255,"17,340 ","6,242 ",36%
8459,17/08/2021,Men's Athletic Footwear,60.00 ,272,"16,320 ","4,406 ",27%
8460,17/08/2021,Women's Street Footwear,62.00 ,231,"14,322 ","4,726 ",33%
8461,17/08/2021,Women's Athletic Footwear,64.00 ,147,"9,408 ","3,105 ",33%
8462,17/08/2021,Men's Apparel,63.00 ,166,"10,458 ","2,510 ",24%
8463,17/08/2021,Women's Apparel,60.00 ,96,"5,760 ","2,822 ",49%
8464,18/09/2021,Men's Street Footwear,44.00 ,155,"6,820 ","2,523 ",37%
8465,18/09/2021,Men's Athletic Footwear,45.00 ,150,"6,750 ","2,093 ",31%
8466,18/09/2021,Women's Street Footwear,39.00 ,96,"3,744 ","1,236 ",33%
8467,18/09/2021,Women's Athletic Footwear,44.00 ,78,"3,432 ","1,270 ",37%
8468,18/09/2021,Men's Apparel,54.00 ,94,"5,076 ","1,167 ",23%
8469,18/09/2021,Women's Apparel,42.00 ,99,"4,158 ","2,037 ",49%
8470,17/10/2021,Men's Street Footwear,39.00 ,140,"5,460 ","2,020 ",37%
8471,17/10/2021,Men's Athletic Footwear,43.00 ,190,"8,170 ","2,369 ",29%
8472,17/10/2021,Women's Street Footwear,43.00 ,128,"5,504 ","1,871 ",34%
8473,17/10/2021,Women's Athletic Footwear,40.00 ,120,"4,800 ","1,680 ",35%
8474,17/10/2021,Men's Apparel,47.00 ,116,"5,452 ","1,199 ",22%
8475,17/10/2021,Women's Apparel,53.00 ,140,"7,420 ","3,858 ",52%
8476,17/11/2021,Men's Street Footwear,41.00 ,188,"7,708 ","2,621 ",34%
8477,17/11/2021,Men's Athletic Footwear,46.00 ,231,"10,626 ","3,400 ",32%
8478,17/11/2021,Women's Street Footwear,44.00 ,173,"7,612 ","2,816 ",37%
8479,17/11/2021,Women's Athletic Footwear,47.00 ,170,"7,990 ","2,717 ",34%
8480,17/11/2021,Men's Apparel,58.00 ,147,"8,526 ","2,302 ",27%
8481,17/11/2021,Women's Apparel,66.00 ,198,"13,068 ","6,534 ",50%
8482,16/12/2021,Men's Street Footwear,58.00 ,280,"16,240 ","5,846 ",36%
8483,16/12/2021,Men's Athletic Footwear,55.00 ,256,"14,080 ","4,365 ",31%
8484,16/12/2021,Women's Street Footwear,64.00 ,204,"13,056 ","4,308 ",33%
8485,16/12/2021,Women's Athletic Footwear,58.00 ,204,"11,832 ","4,023 ",34%
8486,16/12/2021,Men's Apparel,64.00 ,179,"11,456 ","2,979 ",26%
8487,16/12/2021,Women's Apparel,64.00 ,200,"12,800 ","6,144 ",48%
8488,12/01/2021,Men's Street Footwear,30.00 ,272,"8,160 ","4,162 ",51%
8489,12/01/2021,Men's Athletic Footwear,36.00 ,221,"7,956 ","3,182 ",40%
8490,12/01/2021,Women's Street Footwear,26.00 ,202,"5,252 ","1,523 ",29%
8491,12/01/2021,Women's Athletic Footwear,30.00 ,170,"5,100 ","1,887 ",37%
8492,12/01/2021,Men's Apparel,36.00 ,193,"6,948 ","2,849 ",41%
8493,12/01/2021,Women's Apparel,35.00 ,221,"7,735 ","4,254 ",55%
8494,10/02/2021,Men's Street Footwear,36.00 ,288,"10,368 ","4,873 ",47%
8495,10/02/2021,Men's Athletic Footwear,31.00 ,165,"5,115 ","2,097 ",41%
8496,10/02/2021,Women's Street Footwear,23.00 ,204,"4,692 ","1,501 ",32%
8497,24/02/2021,Women's Athletic Footwear,28.00 ,64,"1,792 ",735 ,41%
8498,24/02/2021,Men's Apparel,29.00 ,39,"1,131 ",509 ,45%
8499,24/02/2021,Women's Apparel,30.00 ,107,"3,210 ","1,156 ",36%
8500,23/03/2021,Men's Street Footwear,30.00 ,162,"4,860 ","1,847 ",38%
8501,23/03/2021,Men's Athletic Footwear,35.00 ,98,"3,430 ","1,406 ",41%
8502,23/03/2021,Women's Street Footwear,43.00 ,112,"4,816 ","1,975 ",41%
8503,23/03/2021,Women's Athletic Footwear,38.00 ,78,"2,964 ","1,156 ",39%
8504,23/03/2021,Men's Apparel,43.00 ,33,"1,419 ",596 ,42%
8505,23/03/2021,Women's Apparel,35.00 ,102,"3,570 ","1,285 ",36%
8506,24/04/2021,Men's Street Footwear,38.00 ,147,"5,586 ","2,067 ",37%
8507,24/04/2021,Men's Athletic Footwear,44.00 ,85,"3,740 ","1,533 ",41%
8508,24/04/2021,Women's Street Footwear,41.00 ,114,"4,674 ","1,729 ",37%
8509,24/04/2021,Women's Athletic Footwear,32.00 ,68,"2,176 ",914 ,42%
8510,24/04/2021,Men's Apparel,40.00 ,40,"1,600 ",672 ,42%
8511,24/04/2021,Women's Apparel,47.00 ,90,"4,230 ","1,523 ",36%
8512,25/05/2021,Men's Street Footwear,39.00 ,175,"6,825 ","2,730 ",40%
8513,25/05/2021,Men's Athletic Footwear,40.00 ,105,"4,200 ","1,722 ",41%
8514,25/05/2021,Women's Street Footwear,37.00 ,109,"4,033 ","1,492 ",37%
8515,25/05/2021,Women's Athletic Footwear,33.00 ,85,"2,805 ","1,066 ",38%
8516,25/05/2021,Men's Apparel,34.00 ,54,"1,836 ",789 ,43%
8517,25/05/2021,Women's Apparel,44.00 ,168,"7,392 ","2,587 ",35%
8518,24/06/2021,Men's Street Footwear,37.00 ,233,"8,621 ","3,190 ",37%
8519,24/06/2021,Men's Athletic Footwear,45.00 ,221,"9,945 ","4,077 ",41%
8520,24/06/2021,Women's Street Footwear,58.00 ,208,"12,064 ","4,464 ",37%
8521,24/06/2021,Women's Athletic Footwear,61.00 ,184,"11,224 ","4,602 ",41%
8522,24/06/2021,Men's Apparel,68.00 ,128,"8,704 ","4,004 ",46%
8523,24/06/2021,Women's Apparel,82.00 ,231,"18,942 ","7,009 ",37%
8524,23/07/2021,Men's Street Footwear,60.00 ,272,"16,320 ","6,038 ",37%
8525,23/07/2021,Men's Athletic Footwear,60.00 ,224,"13,440 ","5,107 ",38%
8526,23/07/2021,Women's Street Footwear,62.00 ,208,"12,896 ","4,900 ",38%
8527,23/07/2021,Women's Athletic Footwear,65.00 ,187,"12,155 ","5,105 ",42%
8528,23/07/2021,Men's Apparel,72.00 ,210,"15,120 ","6,502 ",43%
8529,23/07/2021,Women's Apparel,82.00 ,186,"15,252 ","5,033 ",33%
8530,24/08/2021,Men's Street Footwear,67.00 ,272,"18,224 ","7,290 ",40%
8531,24/08/2021,Men's Athletic Footwear,53.00 ,240,"12,720 ","5,342 ",42%
8532,24/08/2021,Women's Street Footwear,53.00 ,215,"11,395 ","4,216 ",37%
8533,24/08/2021,Women's Athletic Footwear,52.00 ,136,"7,072 ","2,758 ",39%
8534,24/08/2021,Men's Apparel,51.00 ,132,"6,732 ","3,029 ",45%
8535,24/08/2021,Women's Apparel,55.00 ,80,"4,400 ","1,496 ",34%
8536,25/09/2021,Men's Street Footwear,35.00 ,149,"5,215 ","2,190 ",42%
8537,25/09/2021,Men's Athletic Footwear,43.00 ,153,"6,579 ","2,566 ",39%
8538,25/09/2021,Women's Street Footwear,34.00 ,78,"2,652 ","1,061 ",40%
8539,25/09/2021,Women's Athletic Footwear,37.00 ,70,"2,590 ","1,036 ",40%
8540,25/09/2021,Men's Apparel,39.00 ,74,"2,886 ","1,356 ",47%
8541,25/09/2021,Women's Apparel,33.00 ,83,"2,739 ",986 ,36%
8542,24/10/2021,Men's Street Footwear,28.00 ,119,"3,332 ","1,333 ",40%
8543,24/10/2021,Men's Athletic Footwear,39.00 ,173,"6,747 ","2,564 ",38%
8544,24/10/2021,Women's Street Footwear,39.00 ,119,"4,641 ","1,949 ",42%
8545,24/10/2021,Women's Athletic Footwear,31.00 ,101,"3,131 ","1,158 ",37%
8546,24/10/2021,Men's Apparel,42.00 ,105,"4,410 ","2,073 ",47%
8547,24/10/2021,Women's Apparel,40.00 ,109,"4,360 ","1,395 ",32%
8548,24/11/2021,Men's Street Footwear,34.00 ,173,"5,882 ","2,470 ",42%
8549,24/11/2021,Men's Athletic Footwear,34.00 ,221,"7,514 ","2,780 ",37%
8550,24/11/2021,Women's Street Footwear,33.00 ,143,"4,719 ","1,840 ",39%
8551,24/11/2021,Women's Athletic Footwear,36.00 ,144,"5,184 ","2,022 ",39%
8552,24/11/2021,Men's Apparel,56.00 ,136,"7,616 ","3,351 ",44%
8553,24/11/2021,Women's Apparel,60.00 ,176,"10,560 ","3,485 ",33%
8554,23/12/2021,Men's Street Footwear,49.00 ,248,"12,152 ","4,861 ",40%
8555,23/12/2021,Men's Athletic Footwear,54.00 ,225,"12,150 ","4,982 ",41%
8556,23/12/2021,Women's Street Footwear,53.00 ,165,"8,745 ","3,498 ",40%
8557,23/12/2021,Women's Athletic Footwear,51.00 ,176,"8,976 ","3,501 ",39%
8558,23/12/2021,Men's Apparel,59.00 ,157,"9,263 ","3,890 ",42%
8559,23/12/2021,Women's Apparel,65.00 ,190,"12,350 ","4,323 ",35%
8560,19/01/2021,Men's Street Footwear,23.00 ,233,"5,359 ","2,787 ",52%
8561,19/01/2021,Men's Athletic Footwear,28.00 ,187,"5,236 ","2,461 ",47%
8562,19/01/2021,Women's Street Footwear,18.00 ,176,"3,168 ","1,014 ",32%
8563,19/01/2021,Women's Athletic Footwear,21.00 ,136,"2,856 ","1,200 ",42%
8564,19/01/2021,Men's Apparel,30.00 ,140,"4,200 ","1,890 ",45%
8565,19/01/2021,Women's Apparel,25.00 ,193,"4,825 ","2,799 ",58%
8566,17/02/2021,Men's Street Footwear,26.00 ,256,"6,656 ","3,661 ",55%
8567,17/02/2021,Men's Athletic Footwear,27.00 ,153,"4,131 ","1,859 ",45%
8568,17/02/2021,Women's Street Footwear,17.00 ,170,"2,890 ","1,040 ",36%
8569,11/02/2021,Women's Athletic Footwear,16.00 ,93,"1,488 ",625 ,42%
8570,11/02/2021,Men's Apparel,28.00 ,120,"3,360 ","1,411 ",42%
8571,11/02/2021,Women's Apparel,18.00 ,149,"2,682 ","1,475 ",55%
8572,10/03/2021,Men's Street Footwear,20.00 ,228,"4,560 ","1,961 ",43%
8573,10/03/2021,Men's Athletic Footwear,22.00 ,105,"2,310 ",924 ,40%
8574,10/03/2021,Women's Street Footwear,16.00 ,140,"2,240 ",874 ,39%
8575,10/03/2021,Women's Athletic Footwear,20.00 ,75,"1,500 ",630 ,42%
8576,10/03/2021,Men's Apparel,28.00 ,90,"2,520 ","1,008 ",40%
8577,10/03/2021,Women's Apparel,21.00 ,140,"2,940 ","1,676 ",57%
8578,11/04/2021,Men's Street Footwear,20.00 ,194,"3,880 ","1,785 ",46%
8579,11/04/2021,Men's Athletic Footwear,20.00 ,111,"2,220 ",821 ,37%
8580,11/04/2021,Women's Street Footwear,10.00 ,107,"1,070 ",439 ,41%
8581,11/04/2021,Women's Athletic Footwear,14.00 ,75,"1,050 ",473 ,45%
8582,11/04/2021,Men's Apparel,24.00 ,88,"2,112 ",824 ,39%
8583,11/04/2021,Women's Apparel,20.00 ,136,"2,720 ","1,414 ",52%
8584,12/05/2021,Men's Street Footwear,27.00 ,228,"6,156 ","2,647 ",43%
8585,12/05/2021,Men's Athletic Footwear,22.00 ,128,"2,816 ","1,183 ",42%
8586,12/05/2021,Women's Street Footwear,19.00 ,109,"2,071 ",787 ,38%
8587,12/05/2021,Women's Athletic Footwear,19.00 ,94,"1,786 ",768 ,43%
8588,12/05/2021,Men's Apparel,29.00 ,90,"2,610 ","1,096 ",42%
8589,12/05/2021,Women's Apparel,32.00 ,128,"4,096 ","2,335 ",57%
8590,11/06/2021,Men's Street Footwear,21.00 ,208,"4,368 ","1,878 ",43%
8591,11/06/2021,Men's Athletic Footwear,18.00 ,132,"2,376 ",950 ,40%
8592,11/06/2021,Women's Street Footwear,13.00 ,128,"1,664 ",616 ,37%
8593,11/06/2021,Women's Athletic Footwear,13.00 ,132,"1,716 ",738 ,43%
8594,11/06/2021,Men's Apparel,24.00 ,132,"3,168 ","1,172 ",37%
8595,11/06/2021,Women's Apparel,32.00 ,190,"6,080 ","3,283 ",54%
8596,10/07/2021,Men's Street Footwear,28.00 ,248,"6,944 ","2,986 ",43%
8597,10/07/2021,Men's Athletic Footwear,20.00 ,182,"3,640 ","1,420 ",39%
8598,10/07/2021,Women's Street Footwear,19.00 ,157,"2,983 ","1,163 ",39%
8599,10/07/2021,Women's Athletic Footwear,16.00 ,128,"2,048 ",963 ,47%
8600,10/07/2021,Men's Apparel,28.00 ,140,"3,920 ","1,490 ",38%
8601,10/07/2021,Women's Apparel,32.00 ,204,"6,528 ","3,590 ",55%
8602,11/08/2021,Men's Street Footwear,27.00 ,248,"6,696 ","3,147 ",47%
8603,11/08/2021,Men's Athletic Footwear,28.00 ,179,"5,012 ","2,105 ",42%
8604,11/08/2021,Women's Street Footwear,23.00 ,158,"3,634 ","1,490 ",41%
8605,11/08/2021,Women's Athletic Footwear,14.00 ,124,"1,736 ",816 ,47%
8606,11/08/2021,Men's Apparel,23.00 ,109,"2,507 ",978 ,39%
8607,11/08/2021,Women's Apparel,27.00 ,184,"4,968 ","2,832 ",57%
8608,12/09/2021,Men's Street Footwear,23.00 ,228,"5,244 ","2,360 ",45%
8609,12/09/2021,Men's Athletic Footwear,19.00 ,158,"3,002 ","1,141 ",38%
8610,12/09/2021,Women's Street Footwear,7.00 ,105,735 ,309 ,42%
8611,12/09/2021,Women's Athletic Footwear,7.00 ,111,777 ,357 ,46%
8612,12/09/2021,Men's Apparel,16.00 ,114,"1,824 ",748 ,41%
8613,12/09/2021,Women's Apparel,18.00 ,132,"2,376 ","1,354 ",57%
8614,11/10/2021,Men's Street Footwear,24.00 ,201,"4,824 ","2,267 ",47%
8615,11/10/2021,Men's Athletic Footwear,14.00 ,132,"1,848 ",739 ,40%
8616,11/10/2021,Women's Street Footwear,13.00 ,90,"1,170 ",480 ,41%
8617,11/10/2021,Women's Athletic Footwear,13.00 ,94,"1,222 ",562 ,46%
8618,11/10/2021,Men's Apparel,20.00 ,85,"1,700 ",663 ,39%
8619,11/10/2021,Women's Apparel,25.00 ,140,"3,500 ","1,890 ",54%
8620,11/11/2021,Men's Street Footwear,22.00 ,165,"3,630 ","1,561 ",43%
8621,11/11/2021,Men's Athletic Footwear,14.00 ,136,"1,904 ",743 ,39%
8622,11/11/2021,Women's Street Footwear,14.00 ,107,"1,498 ",629 ,42%
8623,11/11/2021,Women's Athletic Footwear,15.00 ,124,"1,860 ",781 ,42%
8624,11/11/2021,Men's Apparel,28.00 ,123,"3,444 ","1,309 ",38%
8625,11/11/2021,Women's Apparel,35.00 ,158,"5,530 ","3,042 ",55%
8626,10/12/2021,Men's Street Footwear,29.00 ,231,"6,699 ","3,082 ",46%
8627,10/12/2021,Men's Athletic Footwear,22.00 ,170,"3,740 ","1,571 ",42%
8628,10/12/2021,Women's Street Footwear,20.00 ,153,"3,060 ","1,132 ",37%
8629,10/12/2021,Women's Athletic Footwear,22.00 ,136,"2,992 ","1,257 ",42%
8630,10/12/2021,Men's Apparel,27.00 ,124,"3,348 ","1,373 ",41%
8631,10/12/2021,Women's Apparel,29.00 ,170,"4,930 ","2,564 ",52%
8632,24/01/2021,Men's Street Footwear,24.00 ,109,"2,616 ",968 ,37%
8633,24/01/2021,Men's Athletic Footwear,29.00 ,123,"3,567 ","1,427 ",40%
8634,24/01/2021,Women's Street Footwear,31.00 ,105,"3,255 ","1,269 ",39%
8635,24/01/2021,Women's Athletic Footwear,30.00 ,68,"2,040 ",775 ,38%
8636,24/01/2021,Men's Apparel,35.00 ,53,"1,855 ",853 ,46%
8637,24/01/2021,Women's Apparel,28.00 ,132,"3,696 ","1,257 ",34%
8638,24/02/2021,Men's Street Footwear,22.00 ,153,"3,366 ","1,380 ",41%
8639,24/02/2021,Men's Athletic Footwear,29.00 ,123,"3,567 ","1,498 ",42%
8640,24/02/2021,Women's Street Footwear,28.00 ,123,"3,444 ","1,274 ",37%
8641,24/02/2021,Women's Athletic Footwear,29.00 ,64,"1,856 ",761 ,41%
8642,24/02/2021,Men's Apparel,32.00 ,43,"1,376 ",605 ,44%
8643,24/02/2021,Women's Apparel,28.00 ,98,"2,744 ",960 ,35%
8644,23/03/2021,Men's Street Footwear,28.00 ,143,"4,004 ","1,602 ",40%
8645,23/03/2021,Men's Athletic Footwear,40.00 ,98,"3,920 ","1,607 ",41%
8646,23/03/2021,Women's Street Footwear,41.00 ,112,"4,592 ","1,745 ",38%
8647,23/03/2021,Women's Athletic Footwear,39.00 ,75,"2,925 ","1,082 ",37%
8648,23/03/2021,Men's Apparel,43.00 ,30,"1,290 ",568 ,44%
8649,23/03/2021,Women's Apparel,40.00 ,90,"3,600 ","1,260 ",35%
8650,24/04/2021,Men's Street Footwear,44.00 ,166,"7,304 ","2,849 ",39%
8651,24/04/2021,Men's Athletic Footwear,39.00 ,88,"3,432 ","1,407 ",41%
8652,24/04/2021,Women's Street Footwear,47.00 ,114,"5,358 ","2,197 ",41%
8653,24/04/2021,Women's Athletic Footwear,34.00 ,70,"2,380 ",881 ,37%
8654,24/04/2021,Men's Apparel,36.00 ,39,"1,404 ",590 ,42%
8655,24/04/2021,Women's Apparel,49.00 ,90,"4,410 ","1,499 ",34%
8656,25/05/2021,Men's Street Footwear,39.00 ,155,"6,045 ","2,539 ",42%
8657,25/05/2021,Men's Athletic Footwear,36.00 ,109,"3,924 ","1,570 ",40%
8658,25/05/2021,Women's Street Footwear,39.00 ,119,"4,641 ","1,810 ",39%
8659,25/05/2021,Women's Athletic Footwear,33.00 ,94,"3,102 ","1,210 ",39%
8660,25/05/2021,Men's Apparel,33.00 ,58,"1,914 ",842 ,44%
8661,25/05/2021,Women's Apparel,46.00 ,173,"7,958 ","2,865 ",36%
8662,24/06/2021,Men's Street Footwear,43.00 ,240,"10,320 ","3,922 ",38%
8663,24/06/2021,Men's Athletic Footwear,47.00 ,202,"9,494 ","3,893 ",41%
8664,24/06/2021,Women's Street Footwear,53.00 ,208,"11,024 ","4,299 ",39%
8665,24/06/2021,Women's Athletic Footwear,62.00 ,179,"11,098 ","4,550 ",41%
8666,24/06/2021,Men's Apparel,67.00 ,140,"9,380 ","4,315 ",46%
8667,24/06/2021,Women's Apparel,74.00 ,231,"17,094 ","5,641 ",33%
8668,23/07/2021,Men's Street Footwear,60.00 ,298,"17,880 ","7,510 ",42%
8669,23/07/2021,Men's Athletic Footwear,66.00 ,217,"14,322 ","5,872 ",41%
8670,23/07/2021,Women's Street Footwear,66.00 ,221,"14,586 ","6,126 ",42%
8671,23/07/2021,Women's Athletic Footwear,61.00 ,171,"10,431 ","4,277 ",41%
8672,23/07/2021,Men's Apparel,68.00 ,198,"13,464 ","6,193 ",46%
8673,23/07/2021,Women's Apparel,78.00 ,204,"15,912 ","5,569 ",35%
8674,24/08/2021,Men's Street Footwear,69.00 ,256,"17,664 ","6,536 ",37%
8675,24/08/2021,Men's Athletic Footwear,62.00 ,256,"15,872 ","6,666 ",42%
8676,24/08/2021,Women's Street Footwear,50.00 ,215,"10,750 ","4,300 ",40%
8677,24/08/2021,Women's Athletic Footwear,50.00 ,128,"6,400 ","2,432 ",38%
8678,24/08/2021,Men's Apparel,53.00 ,136,"7,208 ","3,027 ",42%
8679,24/08/2021,Women's Apparel,53.00 ,88,"4,664 ","1,726 ",37%
8680,25/09/2021,Men's Street Footwear,34.00 ,149,"5,066 ","1,874 ",37%
8681,25/09/2021,Men's Athletic Footwear,43.00 ,158,"6,794 ","2,582 ",38%
8682,25/09/2021,Women's Street Footwear,39.00 ,83,"3,237 ","1,360 ",42%
8683,25/09/2021,Women's Athletic Footwear,38.00 ,62,"2,356 ",990 ,42%
8684,25/09/2021,Men's Apparel,48.00 ,77,"3,696 ","1,552 ",42%
8685,25/09/2021,Women's Apparel,36.00 ,85,"3,060 ",979 ,32%
8686,24/10/2021,Men's Street Footwear,29.00 ,119,"3,451 ","1,346 ",39%
8687,24/10/2021,Men's Athletic Footwear,37.00 ,179,"6,623 ","2,517 ",38%
8688,24/10/2021,Women's Street Footwear,37.00 ,109,"4,033 ","1,492 ",37%
8689,24/10/2021,Women's Athletic Footwear,34.00 ,114,"3,876 ","1,512 ",39%
8690,24/10/2021,Men's Apparel,40.00 ,93,"3,720 ","1,674 ",45%
8691,24/10/2021,Women's Apparel,41.00 ,123,"5,043 ","1,866 ",37%
8692,24/11/2021,Men's Street Footwear,34.00 ,190,"6,460 ","2,390 ",37%
8693,24/11/2021,Men's Athletic Footwear,37.00 ,202,"7,474 ","2,915 ",39%
8694,24/11/2021,Women's Street Footwear,32.00 ,152,"4,864 ","2,043 ",42%
8695,24/11/2021,Women's Athletic Footwear,39.00 ,149,"5,811 ","2,383 ",41%
8696,24/11/2021,Men's Apparel,50.00 ,145,"7,250 ","3,335 ",46%
8697,24/11/2021,Women's Apparel,53.00 ,165,"8,745 ","3,236 ",37%
8698,23/12/2021,Men's Street Footwear,51.00 ,225,"11,475 ","4,820 ",42%
8699,23/12/2021,Men's Athletic Footwear,56.00 ,233,"13,048 ","5,219 ",40%
8700,23/12/2021,Women's Street Footwear,48.00 ,193,"9,264 ","3,798 ",41%
8701,23/12/2021,Women's Athletic Footwear,53.00 ,165,"8,745 ","3,411 ",39%
8702,23/12/2021,Men's Apparel,54.00 ,157,"8,478 ","3,985 ",47%
8703,23/12/2021,Women's Apparel,55.00 ,201,"11,055 ","3,759 ",34%
8704,17/01/2021,Men's Street Footwear,28.00 ,120,"3,360 ","1,411 ",42%
8705,17/01/2021,Men's Athletic Footwear,31.00 ,124,"3,844 ","1,691 ",44%
8706,17/01/2021,Women's Street Footwear,33.00 ,128,"4,224 ","1,816 ",43%
8707,17/01/2021,Women's Athletic Footwear,34.00 ,78,"2,652 ","1,220 ",46%
8708,17/01/2021,Men's Apparel,33.00 ,68,"2,244 ","1,144 ",51%
8709,17/01/2021,Women's Apparel,34.00 ,140,"4,760 ","1,904 ",40%
8710,17/02/2021,Men's Street Footwear,24.00 ,175,"4,200 ","1,890 ",45%
8711,17/02/2021,Men's Athletic Footwear,31.00 ,124,"3,844 ","1,653 ",43%
8712,17/02/2021,Women's Street Footwear,34.00 ,132,"4,488 ","1,930 ",43%
8713,17/02/2021,Women's Athletic Footwear,33.00 ,75,"2,475 ","1,163 ",47%
8714,17/02/2021,Men's Apparel,33.00 ,53,"1,749 ",822 ,47%
8715,17/02/2021,Women's Apparel,32.00 ,131,"4,192 ","1,551 ",37%
8716,16/03/2021,Men's Street Footwear,29.00 ,179,"5,191 ","2,388 ",46%
8717,16/03/2021,Men's Athletic Footwear,38.00 ,120,"4,560 ","2,006 ",44%
8718,16/03/2021,Women's Street Footwear,39.00 ,120,"4,680 ","2,106 ",45%
8719,16/03/2021,Women's Athletic Footwear,43.00 ,96,"4,128 ","1,775 ",43%
8720,16/03/2021,Men's Apparel,40.00 ,50,"2,000 ","1,020 ",51%
8721,16/03/2021,Women's Apparel,29.00 ,109,"3,161 ","1,170 ",37%
8722,17/04/2021,Men's Street Footwear,38.00 ,168,"6,384 ","3,000 ",47%
8723,17/04/2021,Men's Athletic Footwear,36.00 ,107,"3,852 ","1,772 ",46%
